,title,type,release_year,runtime,production_countries,imdb_score,imdb_votes
2488,Crazy Delicious,SHOW,2017,51,['GB'],8.9,15.0
2489,Becoming Champions,SHOW,2018,45,['US'],6.7,389.0
2490,Inside the Criminal Mind,SHOW,2018,48,['US'],5.4,986.0
2491,Live Up To Your Name,SHOW,2017,69,['KR'],8.0,1224.0
2492,Take Your Pills,MOVIE,2018,87,['US'],6.3,5048.0
2493,Raees,MOVIE,2017,143,['IN'],6.7,43835.0
2494,Bad Seeds,MOVIE,2018,100,['FR'],7.3,5407.0
2496,Animal World,MOVIE,2018,125,['CN'],6.5,4367.0
2497,Fastest Car,SHOW,2018,45,['US'],7.1,1324.0
2498,Seeking a Man,MOVIE,2017,100,['EG'],6.3,602.0
2499,Toilet: A Love Story,MOVIE,2017,155,['IN'],7.2,20675.0
2500,Terrorism Close Calls,SHOW,2018,51,['US'],5.1,688.0
2501,6 Balloons,MOVIE,2018,75,['US'],5.9,4087.0
2502,#realityhigh,MOVIE,2017,99,['US'],5.2,6283.0
2503,13 Reasons Why: Beyond the Reasons,SHOW,2017,42,['US'],6.2,322.0
2504,Seth Rogen's Hilarity for Charity,MOVIE,2018,70,['CA'],5.0,2360.0
2505,Stree,MOVIE,2018,128,['IN'],7.6,32814.0
2506,Wedding Unplanned,MOVIE,2017,94,['FR'],5.7,1610.0
2507,Stay Here,SHOW,2018,32,['US'],7.4,1095.0
2508,Kantaro: The Sweet Tooth Salaryman,SHOW,2017,30,['JP'],7.6,791.0
2509,SWORDGAI The Animation,SHOW,2018,22,['JP'],5.8,907.0
2510,Beyond Stranger Things,SHOW,2017,21,['US'],7.4,1883.0
2511,44 Cats,SHOW,2018,15,['IT'],6.1,283.0
2512,Close Enemies,MOVIE,2018,111,"['FR', 'BE']",6.4,2607.0
2514,The Tree of Blood,MOVIE,2018,130,['ES'],6.4,2934.0
2515,They'll Love Me When I'm Dead,MOVIE,2018,98,['US'],7.4,4953.0
2516,Nappily Ever After,MOVIE,2018,100,['US'],6.4,9139.0
2517,Bomb Scared,MOVIE,2017,89,['ES'],5.7,2846.0
2518,Handsome: A Netflix Mystery Movie,MOVIE,2017,81,['US'],5.2,4465.0
2519,Dragon Pilot: Hisone and Masotan,SHOW,2018,24,['JP'],6.9,494.0
2520,Nailed It! Holiday!,SHOW,2018,36,['US'],7.7,1086.0
2521,Lommbock,MOVIE,2017,102,['DE'],6.7,3647.0
2522,Terrace House: Opening New Doors,SHOW,2017,40,['JP'],7.8,952.0
2523,Maktub,MOVIE,2017,100,['IL'],7.3,2831.0
2524,Black Is Beltza,MOVIE,2018,88,['ES'],5.8,292.0
2525,The Legend of Cocaine Island,MOVIE,2018,87,['US'],6.3,3287.0
2526,Mom,MOVIE,2017,147,['IN'],7.2,10320.0
2527,ReBoot: The Guardian Code,SHOW,2018,23,['CA'],3.8,1189.0
2528,Half Girlfriend,MOVIE,2017,135,['IN'],4.6,7090.0
2529,Neo Yokio,SHOW,2017,23,['US'],5.9,3359.0
2530,Black,SHOW,2017,78,['KR'],8.0,3665.0
2531,The Motive,MOVIE,2017,104,"['MX', 'ES']",6.5,5713.0
2532,Lady J,MOVIE,2018,110,['FR'],6.8,3306.0
2533,Right Here Right Now,MOVIE,2018,89,['DE'],5.4,311.0
2534,Shéhérazade,MOVIE,2018,106,['FR'],7.0,2195.0
2535,Shepherds and Butchers,MOVIE,2017,106,"['US', 'DE', 'ZA']",6.8,3460.0
2536,The Most Unknown,MOVIE,2018,92,['US'],6.6,2067.0
2537,A Fortunate Man,MOVIE,2018,162,['DK'],7.2,6093.0
2538,LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,MOVIE,2017,21,['US'],5.9,444.0
2539,Out of Thin Air,MOVIE,2017,85,"['GB', 'IS']",6.3,2271.0
2540,"Ron White: If You Quit Listening, I'll Shut Up",MOVIE,2018,63,['US'],6.5,827.0
2541,Sir,MOVIE,2018,99,"['FR', 'IN']",7.7,6893.0
2542,Secret Superstar,MOVIE,2017,150,['IN'],7.9,24046.0
2543,Pope Francis: A Man of His Word,MOVIE,2018,96,"['IT', 'CH', 'VA', 'FR', 'DE']",6.4,2240.0
2544,Demetri Martin: The Overthinker,MOVIE,2018,56,['US'],7.2,1697.0
2545,Katt Williams: Great America,MOVIE,2018,60,['US'],6.2,940.0
2546,Sahara,MOVIE,2017,86,"['FR', 'CA']",5.5,2778.0
2547,Budapest,MOVIE,2018,102,['FR'],5.4,2893.0
2548,El Camino Christmas,MOVIE,2017,97,['US'],5.7,8519.0
2549,BuyBust,MOVIE,2018,127,['PH'],5.8,1874.0
2550,Patton Oswalt: Annihilation,MOVIE,2017,66,['US'],7.2,2367.0
2551,Super Monsters,SHOW,2017,12,['CA'],6.3,411.0
2552,Ali's Wedding,MOVIE,2017,110,['AU'],6.9,4959.0
2553,Amy Schumer: The Leather Special,MOVIE,2017,57,['US'],3.0,9753.0
2554,Aapla Manus,MOVIE,2018,132,['IN'],7.0,922.0
2555,Bibi & Tina: Perfect Pandemonium,MOVIE,2017,110,['DE'],4.0,457.0
2556,Shot in the Dark,SHOW,2017,35,['US'],8.0,1770.0
2558,Retablo,MOVIE,2018,95,"['DE', 'NO', 'PE']",7.5,1711.0
2559,The American Meme,MOVIE,2018,95,['US'],6.8,17034.0
2560,Holy Goalie,MOVIE,2018,95,['ES'],5.3,1603.0
2561,Burn Out,MOVIE,2018,107,['FR'],6.2,3718.0
2562,The Tribe,MOVIE,2018,90,['ES'],5.8,2627.0
2563,Family Blood,MOVIE,2018,92,['US'],4.2,2934.0
2564,Time: The Kalief Browder Story,SHOW,2017,22,['US'],8.5,2641.0
2566,Love and Fortune,SHOW,2018,69,['JP'],7.3,547.0
2567,Drug Lords,SHOW,2018,45,['US'],6.8,1305.0
2568,Follow This,SHOW,2018,18,['US'],4.9,710.0
2569,Paprika,SHOW,2018,13,['US'],7.5,26.0
2570,Victim Number 8,SHOW,2018,30,['ES'],7.0,1994.0
2571,The Rise of Phoenixes,SHOW,2018,45,['CN'],8.4,1477.0
2572,Break,MOVIE,2018,91,['FR'],5.8,1144.0
2573,Derren Brown: The Push,MOVIE,2018,69,[],7.5,3637.0
2574,Unrequited Love,SHOW,2017,39,['JP'],6.7,10.0
2575,First Match,MOVIE,2018,102,['US'],6.4,2242.0
2576,Point Blank,MOVIE,2017,86,['US'],5.7,14184.0
2577,The Warning,MOVIE,2018,93,['ES'],5.9,6278.0
2578,The Princess Switch,MOVIE,2018,101,['US'],6.0,27650.0
2579,Sanju,MOVIE,2018,161,"['IN', 'US']",7.7,52227.0
2580,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,2018,22,['US'],5.6,551.0
2581,My Perfect Romance,MOVIE,2018,91,['CA'],4.6,3012.0
2582,The Drug King,MOVIE,2018,139,['KR'],6.2,3103.0
2583,Nigerian Prince,MOVIE,2018,104,"['US', 'NG']",5.8,383.0
2584,Sun Dogs,MOVIE,2017,93,"['MX', 'US']",6.2,2284.0
2585,A Witches' Ball,MOVIE,2017,90,['CA'],5.2,376.0
2586,Ittefaq,MOVIE,2017,107,['IN'],7.2,12095.0
2587,The Chase,MOVIE,2017,110,['KR'],6.6,2957.0
2589,Eerie,MOVIE,2018,101,"['SG', 'PH']",4.6,2297.0
2590,Al Hayba,SHOW,2017,45,['AE'],7.5,1201.0
2591,Hymn of Death,SHOW,2018,45,['KR'],7.6,1104.0
2592,Going for Gold,MOVIE,2018,89,['AU'],4.8,537.0
2593,Judwaa 2,MOVIE,2017,150,['IN'],3.6,10517.0
2594,The Milk System,MOVIE,2018,90,"['DE', 'IT']",7.0,525.0
2595,The Degenerates,SHOW,2018,28,['US'],6.2,666.0
2596,Motown Magic,SHOW,2018,17,['US'],7.9,292.0
2597,Ronnie Coleman: The King,MOVIE,2018,93,['US'],7.0,3730.0
2598,Nobody Speak: Trials of the Free Press,MOVIE,2017,95,"['NL', 'US']",6.5,4092.0
2599,Titipo Titipo,SHOW,2018,18,['KR'],6.6,19.0
2600,Blood Pact,SHOW,2018,60,['BR'],6.7,140.0
2601,Bareilly Ki Barfi,MOVIE,2017,123,['IN'],7.5,23011.0
2602,Lost Song,SHOW,2018,24,['JP'],7.0,375.0
2603,Rapture,SHOW,2018,60,['US'],5.4,11.0
2604,Duck Duck Goose,MOVIE,2018,82,['CN'],5.7,3686.0
2605,Revenger,MOVIE,2018,102,['KR'],5.7,4252.0
2606,Larva Island,SHOW,2018,8,"['KR', 'US']",6.6,416.0
2607,Little Boxes,MOVIE,2017,84,['US'],5.9,1971.0
2608,Zac & Mia,SHOW,2017,20,['US'],7.8,622.0
2609,Move,SHOW,2018,25,['US'],7.5,112.0
2610,Jerry Before Seinfeld,MOVIE,2017,62,['US'],7.0,5643.0
2611,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",MOVIE,2017,60,['US'],7.4,2868.0
2612,AMO,SHOW,2018,24,['PH'],6.6,410.0
2613,Mustang Island,MOVIE,2017,86,['US'],6.2,522.0
2614,The Laws of Thermodynamics,MOVIE,2018,100,['ES'],6.0,2726.0
2615,Edge of Fear,MOVIE,2018,91,['US'],4.5,3124.0
2616,Clean with Passion for Now,SHOW,2018,69,['KR'],7.0,1246.0
2617,Nothing to Lose,MOVIE,2018,130,['BR'],2.3,23016.0
2618,Daughters of Destiny,SHOW,2017,0,['IN'],8.6,900.0
2619,Love Daily,SHOW,2018,18,['US'],6.2,153.0
2620,Uncertain Glory,MOVIE,2017,115,['ES'],6.2,943.0
2621,Expedition Happiness,MOVIE,2017,95,['DE'],5.9,4483.0
2623,Taramani,MOVIE,2017,150,['IN'],7.5,1605.0
2624,Step Sisters,MOVIE,2018,104,['US'],5.4,4460.0
2625,Dovlatov,MOVIE,2018,126,"['RU', 'RS', 'PL']",6.4,1974.0
2626,Hot Sweet Sour,MOVIE,2017,102,['TR'],6.1,2450.0
2628,They've Gotta Have Us,SHOW,2018,59,['GB'],7.7,292.0
2629,SPF-18,MOVIE,2017,75,['US'],3.2,5122.0
2631,Samouni Road,MOVIE,2018,129,"['FR', 'IT']",6.7,160.0
2632,My Birthday Song,MOVIE,2018,95,['IN'],5.6,282.0
2633,ReMastered: Tricky Dick & The Man in Black,MOVIE,2018,58,['US'],7.1,1463.0
2634,Joe Rogan: Strange Times,MOVIE,2018,63,['US'],7.3,4300.0
2635,Alaska Is a Drag,MOVIE,2017,83,['US'],6.5,386.0
2636,Rangoon,MOVIE,2017,167,['IN'],5.7,4690.0
2637,A Christmas Prince: The Royal Wedding,MOVIE,2018,101,['US'],5.3,10658.0
2638,72 Dangerous Animals: Asia,SHOW,2018,47,['US'],6.6,517.0
2639,Prince of Peoria,SHOW,2018,26,['US'],5.7,471.0
2640,Something Huge,MOVIE,2017,86,['ES'],4.4,479.0
2641,Trevor Noah: Son of Patricia,MOVIE,2018,63,['US'],7.3,3970.0
2642,Raising the Bar,MOVIE,2017,93,['AU'],5.5,1545.0
2643,Pup Star: Better 2Gether,MOVIE,2017,90,['US'],4.4,234.0
2644,Jab Harry Met Sejal,MOVIE,2017,144,['IN'],5.0,20501.0
2645,Kuroko's Basketball the Movie: Last Game,MOVIE,2017,90,['JP'],7.7,2445.0
2646,Black Crows,SHOW,2017,39,"['AE', 'SA', 'SY']",5.4,295.0
2647,Tottaa Pataaka Item Maal,MOVIE,2018,107,['IN'],7.6,8051.0
2648,Pihu,MOVIE,2018,91,['IN'],6.7,2411.0
2649,Isoken,MOVIE,2017,100,['NG'],6.6,306.0
2650,The Little Vampire 3D,MOVIE,2017,83,"['GB', 'DE', 'DK', 'NL']",5.4,1687.0
2651,Armed to the Teeth,MOVIE,2018,108,['MX'],7.9,634.0
2652,Spyder,MOVIE,2017,145,['IN'],6.3,10230.0
2653,Saving Capitalism,MOVIE,2017,73,['US'],6.8,3157.0
2654,Yummy Mummies,SHOW,2017,41,['AU'],4.0,673.0
2655,Carbone,MOVIE,2017,104,"['BE', 'FR']",6.5,2550.0
2656,Ali Wong: Hard Knock Wife,MOVIE,2018,64,['US'],7.3,4874.0
2657,The Last Shaman,MOVIE,2017,83,"['GB', 'US', 'IL', 'IT', 'PE']",6.6,1865.0
2658,Feminists: What Were They Thinking?,MOVIE,2018,86,['US'],6.9,2196.0
2659,Dany Boon: Des Hauts-De-France,MOVIE,2018,90,['FR'],6.2,91.0
2660,Quién te cantará,MOVIE,2018,125,"['FR', 'ES']",6.9,2854.0
2661,Ponysitters Club,SHOW,2018,23,['US'],6.0,116.0
2662,Ashes of Love,SHOW,2018,43,['CN'],8.5,1875.0
2663,Barbra: The Music ... The Mem'ries ... The Magic!,MOVIE,2017,108,['US'],7.5,448.0
2664,72 Dangerous Animals: Latin America,SHOW,2017,43,"['AU', 'US']",6.5,559.0
2665,Russell Brand: Re:Birth,MOVIE,2018,63,['GB'],6.5,1193.0
2666,Katherine Ryan: In Trouble,MOVIE,2017,63,['GB'],7.0,2165.0
2668,Vai Anitta,SHOW,2018,40,['BR'],5.6,448.0
2669,Dancing Queen,SHOW,2018,41,['US'],6.9,1590.0
2670,The 3rd Eye,MOVIE,2017,107,['ID'],5.1,1373.0
2671,Small Crimes,MOVIE,2017,95,"['CA', 'US']",5.8,7948.0
2672,Ee Nagaraniki Emaindi,MOVIE,2018,120,['IN'],7.9,2817.0
2673,Gun City,MOVIE,2018,127,"['FR', 'ES']",6.3,3819.0
2674,Accidentally In Love,SHOW,2018,29,['CN'],7.6,1100.0
2675,Craig Ferguson: Tickle Fight,MOVIE,2017,66,['US'],6.6,995.0
2676,El club de los buenos infieles,MOVIE,2018,90,['ES'],5.5,642.0
2677,The Joel McHale Show with Joel McHale,SHOW,2018,29,['US'],7.1,2378.0
2678,The Day I Met El Chapo: The Kate del Castillo Story,SHOW,2017,55,['MX'],6.8,1073.0
2679,Deidra & Laney Rob a Train,MOVIE,2017,92,['US'],6.0,1887.0
2680,Jagga Jasoos,MOVIE,2017,180,['IN'],6.4,10092.0
2681,Candy Jar,MOVIE,2018,92,['US'],5.8,4950.0
2682,Christmas Wedding Planner,MOVIE,2017,86,['CA'],4.3,5913.0
2683,Parmanu: The Story of Pokhran,MOVIE,2018,129,['IN'],7.6,23771.0
2684,F.R.E.D.I.,MOVIE,2018,89,['XX'],4.9,1010.0
2685,"Roxanne, Roxanne",MOVIE,2017,98,['US'],6.2,3173.0
2686,Rip Tide,MOVIE,2017,85,['AU'],5.5,3421.0
2687,Jeff Dunham: Relative Disaster,MOVIE,2017,70,['IE'],6.4,1274.0
2688,The Insomnia Club,MOVIE,2018,84,['MX'],6.2,497.0
2689,Rodney Carrington: Here Comes the Truth,MOVIE,2017,66,['XX'],4.5,164.0
2690,Mariposa de barrio,SHOW,2017,46,['US'],7.6,238.0
2691,ReMastered: Who Shot the Sheriff,MOVIE,2018,57,['US'],6.9,1381.0
2693,What We Started,MOVIE,2018,70,['US'],7.1,2126.0
2694,Marc Maron: Too Real,MOVIE,2017,70,['US'],7.2,1916.0
2695,Christina P: Mother Inferior,MOVIE,2017,59,['US'],6.4,941.0
2696,Best.Worst.Weekend.Ever.,SHOW,2018,25,['US'],6.4,297.0
2697,Treehouse Detectives,SHOW,2018,24,[],7.6,93.0
2698,Baazaar,MOVIE,2018,140,['IN'],6.5,5270.0
2699,Getaway Plan,MOVIE,2017,105,['ES'],5.6,1850.0
2700,Bill Burr: Walk Your Way Out,MOVIE,2017,77,['US'],7.2,7123.0
2701,Samantha!,SHOW,2018,28,['BR'],6.6,513.0
2702,Trevor Noah: Afraid of the Dark,MOVIE,2017,68,['US'],7.2,5121.0
2703,The Plagues of Breslau,MOVIE,2018,93,['PL'],5.9,4942.0
2705,Qarib Qarib Singlle,MOVIE,2017,125,['IN'],7.1,8203.0
2706,Joy,MOVIE,2018,99,['AT'],6.6,1293.0
2707,On Children,SHOW,2018,100,['TW'],7.2,380.0
2708,Zoo,MOVIE,2018,100,[],5.7,96.0
2709,Forgive Us Our Debts,MOVIE,2018,104,"['PL', 'CH', 'AL', 'IT']",6.2,1573.0
2710,Derren Brown: Miracle,MOVIE,2018,73,['GB'],6.5,1031.0
2711,Legend Quest,SHOW,2017,26,['MX'],7.3,446.0
2713,Angamaly Diaries,MOVIE,2017,132,['IN'],8.0,5901.0
2714,Perú: Tesoro Escondido,MOVIE,2017,76,['PE'],6.1,515.0
2715,The Curious Creations of Christine McConnell,SHOW,2018,27,['US'],7.7,2391.0
2716,Dry Martina,MOVIE,2018,95,"['CL', 'AR']",5.8,965.0
2717,Sara's Notebook,MOVIE,2018,115,['ES'],5.9,2699.0
2718,Paul Hollywood's Big Continental Road Trip,SHOW,2017,58,['GB'],7.4,206.0
2719,HiGH&LOW The Movie 2: End of Sky,MOVIE,2017,124,['JP'],7.1,396.0
2720,Sand Storm,MOVIE,2017,87,['IL'],6.8,3492.0
2721,CIA: Comrade In America,MOVIE,2017,134,['IN'],6.4,3064.0
2722,The Art of Loving: Story of Michalina Wislocka,MOVIE,2017,121,['PL'],7.1,3690.0
2723,ReMastered: Who Killed Jam Master Jay?,MOVIE,2018,58,['US'],6.5,768.0
2724,Love Beats Rhymes,MOVIE,2017,105,['US'],5.4,1057.0
2725,Burning Sands,MOVIE,2017,105,['US'],6.0,2828.0
2726,Judd Apatow: The Return,MOVIE,2017,69,['US'],6.2,1321.0
2727,"Heidi, bienvenida a casa",SHOW,2017,46,['AR'],6.2,20.0
2728,Up Among the Stars,MOVIE,2018,86,['ES'],6.2,496.0
2729,Sabrina,MOVIE,2018,98,"['SG', 'ID', 'MY']",4.2,1712.0
2730,Jailbreak,MOVIE,2017,100,['KH'],5.4,1445.0
2731,Secrets in the Hot Spring,MOVIE,2018,109,['TW'],6.0,749.0
2732,III Smoking Barrels,MOVIE,2017,127,['IN'],6.6,123.0
2733,Iliza Shlesinger: Elder Millennial,MOVIE,2018,72,['US'],7.2,4033.0
2735,Manto,MOVIE,2018,112,['IN'],7.3,4222.0
2736,The Skin of the Wolf,MOVIE,2018,110,['ES'],5.8,3019.0
2737,Being Napoleon,MOVIE,2018,88,['US'],5.5,124.0
2738,El testigo,MOVIE,2018,76,[],8.1,210.0
2739,All Good,MOVIE,2018,93,['DE'],6.5,1416.0
2740,Paradox,MOVIE,2018,73,['US'],3.9,711.0
2741,Monster Island,MOVIE,2017,80,"['IN', 'MX']",4.7,728.0
2742,Invisible,MOVIE,2017,87,"['FR', 'AR']",6.0,763.0
2743,Counterpunch,MOVIE,2017,91,['US'],6.7,903.0
2744,Weed the People,MOVIE,2018,98,['US'],7.3,332.0
2745,Dear Ex,MOVIE,2018,99,['TW'],7.3,6143.0
2746,Rory Scovel Tries Stand-Up for the First Time,MOVIE,2017,66,['US'],6.7,821.0
2747,Cycle,MOVIE,2018,96,['IN'],8.2,479.0
2748,How to Stage a Coup,MOVIE,2017,47,['GB'],6.1,172.0
2749,Qismat,MOVIE,2018,140,['IN'],8.1,3037.0
2750,Milada,MOVIE,2017,130,"['CZ', 'US']",6.3,1302.0
2751,Romina,MOVIE,2018,74,['MX'],2.3,2282.0
2752,The Most Assassinated Woman in the World,MOVIE,2018,102,"['BE', 'GB', 'US']",5.3,1076.0
2754,B. A. Pass 2,MOVIE,2017,136,['IN'],2.2,475.0
2757,Kalushi : The Story of Solomon Mahlangu,MOVIE,2017,106,['ZA'],6.5,309.0
2758,Franco Escamilla: Por La Anécdota,MOVIE,2018,66,['MX'],6.9,302.0
2759,"Michael Bolton's Big, Sexy Valentine's Day Special",MOVIE,2017,54,['US'],6.7,2102.0
2760,A Champion Heart,MOVIE,2018,90,['US'],5.9,395.0
2761,The Russian Revolution,MOVIE,2017,47,['GB'],6.5,642.0
2762,On My Skin,MOVIE,2018,100,['IT'],7.3,9159.0
2763,Westside,SHOW,2018,47,['US'],6.0,168.0
2764,Boca Juniors Confidential,SHOW,2018,43,['AR'],6.3,350.0
2765,Love per Square Foot,MOVIE,2018,133,['IN'],7.2,8187.0
2766,The Judgement,SHOW,2018,48,['TH'],7.1,95.0
2767,The Mansion,MOVIE,2017,100,['FR'],4.6,2592.0
2768,My Only Love Song,SHOW,2017,36,['KR'],7.0,647.0
2769,Borges,SHOW,2018,24,['BR'],6.2,168.0
2770,Stretch Armstrong & the Flex Fighters,SHOW,2017,23,['US'],6.2,307.0
2771,Lucid Dream,MOVIE,2017,101,['KR'],6.1,3575.0
2772,Made in Mexico,SHOW,2018,50,['US'],3.9,760.0
2773,Dinotrux: Supercharged,SHOW,2017,23,['US'],7.5,94.0
2774,In the Family,MOVIE,2017,124,['TR'],7.7,23297.0
2775,Jefe,MOVIE,2018,89,['ES'],5.4,1073.0
2777,Revolutionary Love,SHOW,2017,68,['KR'],6.9,666.0
2778,Dennis & Gnasher Unleashed!,SHOW,2017,13,['GB'],7.3,82.0
2779,The Gift,MOVIE,2017,85,['TZ'],8.1,20.0
2780,Dear Son,MOVIE,2018,100,"['QA', 'TN', 'BE', 'FR']",6.5,388.0
2781,Mission Kathmandu: The Adventures of Nelly & Simon,MOVIE,2017,84,['CA'],5.1,434.0
2782,Baadshaho,MOVIE,2017,136,['IN'],5.0,4783.0
2783,Love.com,MOVIE,2017,92,['BR'],5.8,737.0
2784,Ex-Shaman,MOVIE,2018,81,['BR'],7.1,245.0
2785,Recovery Boys,MOVIE,2018,90,['US'],6.7,714.0
2786,The Unknown Hitman: The Story of El Cholo Adrián,SHOW,2017,49,['MX'],6.7,144.0
2787,Christmas with a Prince,MOVIE,2018,82,['CA'],5.2,1627.0
2789,Bayonet,MOVIE,2018,101,"['MX', 'FI']",5.7,549.0
2790,Frat Star,MOVIE,2017,85,['US'],3.6,659.0
2791,Death by Magic,SHOW,2018,33,['US'],6.1,629.0
2792,A Sort of Family,MOVIE,2017,95,"['AR', 'BR', 'DK', 'FR', 'DE', 'PL']",6.3,694.0
2793,Sudani from Nigeria,MOVIE,2018,123,['IN'],8.2,4159.0
2794,Kuntilanak,MOVIE,2018,105,['ID'],4.6,651.0
2795,The Last Hour,MOVIE,2017,118,['PE'],6.3,522.0
2796,Njan Prakashan,MOVIE,2018,131,['IN'],7.6,4304.0
2798,Ainori Love Wagon: Asian Journey,SHOW,2017,27,['JP'],6.8,271.0
2799,The Holiday Calendar,MOVIE,2018,95,['US'],5.7,9985.0
2800,Cities of Last Things,MOVIE,2018,106,"['TW', 'US', 'CN', 'FR']",6.2,1615.0
2802,Little Singham,SHOW,2018,12,['IN'],3.5,91.0
2803,Million Pound Menu,SHOW,2018,59,['GB'],6.5,563.0
2804,Seeing Allred,MOVIE,2018,96,['US'],7.2,1338.0
2805,Take My Brother Away,SHOW,2018,46,[],6.7,161.0
2806,A Taiwanese Tale of Two Cities,SHOW,2018,68,['TW'],6.1,159.0
2807,Fire Chasers,SHOW,2017,58,['US'],6.6,368.0
2808,Jimmy: The True Story of a True Idiot,SHOW,2018,42,['JP'],6.8,77.0
2809,The Grown-Ups,MOVIE,2017,82,"['CL', 'NL', 'FR']",7.6,251.0
2810,Christmas with a View,MOVIE,2018,90,['CA'],5.1,4544.0
2811,Smoking,SHOW,2018,24,['JP'],7.4,456.0
2812,Paranormal Investigation,MOVIE,2018,92,['FR'],3.7,1652.0
2813,Carlos Ballarta: furia ñera,MOVIE,2018,62,['MX'],7.2,212.0
2814,C/o Kancharapalem,MOVIE,2018,152,['IN'],9.0,6562.0
2816,Coin Heist,MOVIE,2017,97,['US'],4.8,2638.0
2817,Here to Heart,SHOW,2018,45,['CN'],7.5,219.0
2818,Semesta,MOVIE,2018,88,['ID'],7.3,111.0
2819,Rajma Chawal,MOVIE,2018,129,['IN'],5.7,1815.0
2820,Sofía Niño de Rivera: Natural Selection,MOVIE,2018,61,['MX'],6.9,237.0
2821,Unbridled,MOVIE,2018,96,"['ES', 'IT']",5.1,498.0
2822,LEGO Elves: Secrets of Elvendale,SHOW,2017,24,['US'],6.9,163.0
2823,The Mars Generation,MOVIE,2017,97,['US'],6.5,989.0
2824,Deranged,MOVIE,2017,99,[],3.5,11.0
2825,El Diesel,MOVIE,2018,105,['EG'],4.5,437.0
2826,Time Share,MOVIE,2018,96,"['NL', 'MX']",5.9,2762.0
2827,The Wishing Tree,MOVIE,2017,99,['IN'],5.7,92.0
2829,Edha,SHOW,2018,40,['AR'],4.9,632.0
2830,Overnight Republic,MOVIE,2017,105,['TR'],5.8,4632.0
2831,Been So Long,MOVIE,2018,100,['GB'],5.4,1100.0
2832,Wrong Kind of Black,SHOW,2018,16,['AU'],7.7,148.0
2833,Gad Elmaleh: American Dream,MOVIE,2018,57,['US'],7.2,1028.0
2834,Maz Jobrani: Immigrant,MOVIE,2017,67,['US'],6.7,840.0
2835,Love Jacked,MOVIE,2018,100,"['CA', 'ZA', 'US']",5.9,2142.0
2836,Monkey Twins,SHOW,2018,53,['TH'],7.9,92.0
2838,Kartini: Princess of Java,MOVIE,2017,118,['ID'],7.6,511.0
2839,Resurface,MOVIE,2017,27,['US'],7.1,286.0
2841,Laerte-se,MOVIE,2017,100,['BR'],7.0,688.0
2842,Take the 10,MOVIE,2017,80,['US'],4.7,3130.0
2843,Ladies First,MOVIE,2017,39,['IN'],3.9,25.0
2844,Dismissal,MOVIE,2017,90,"['AR', 'ES']",5.0,973.0
2845,Sunday's Illness,MOVIE,2018,113,['ES'],6.9,3484.0
2846,Baby Ballroom,SHOW,2017,45,[],7.8,198.0
2847,Target,MOVIE,2018,93,['ID'],3.9,496.0
2848,Liberated: The New Sexual Revolution,MOVIE,2017,84,"['MX', 'US']",6.0,1502.0
2849,Age of Rebellion,SHOW,2018,83,['TW'],8.6,49.0
2850,Naam Shabana,MOVIE,2017,147,['IN'],6.2,6712.0
2851,Born Racer,MOVIE,2018,88,['NZ'],6.1,256.0
2852,The Girl Allergic to Wi-Fi,MOVIE,2018,104,['PH'],6.3,290.0
2853,HiGH&LOW The Movie 3: Final Mission,MOVIE,2017,118,['JP'],7.7,636.0
2854,Kevin James: Never Don't Give Up,MOVIE,2018,62,['US'],6.1,1448.0
2855,Sylvia,MOVIE,2018,130,['NG'],4.7,126.0
2856,Suzzanna: Buried Alive,MOVIE,2018,125,['ID'],5.5,894.0
2857,The Doll 2,MOVIE,2017,116,['ID'],5.2,534.0
2858,How to Get Over a Breakup,MOVIE,2018,104,['PE'],6.1,1972.0
2859,All About the Washingtons,SHOW,2018,23,['US'],4.8,708.0
2860,Cook Off,MOVIE,2017,116,['ZW'],6.1,337.0
2861,Weapon of Choice,MOVIE,2018,90,"['AT', 'IQ', 'US']",4.8,162.0
2862,All the Reasons to Forget,MOVIE,2017,90,['BR'],6.2,523.0
2863,The Lost Brother,MOVIE,2017,112,['AR'],6.5,1690.0
2864,D.L. Hughley: Contrarian,MOVIE,2018,58,['US'],6.6,606.0
2865,Part-Time Idol,SHOW,2017,40,['KR'],6.7,108.0
2866,Hometown Holiday,MOVIE,2018,84,['CA'],5.0,994.0
2868,The Single Wives,SHOW,2018,50,[],6.5,73.0
2869,Can't Help Falling in Love,MOVIE,2017,119,['PH'],7.2,889.0
2870,The Honeymoon Stand Up Special,SHOW,2018,31,[],6.8,515.0
2871,Blanche Gardin: I Talk to Myself,MOVIE,2017,88,['FR'],7.9,133.0
2872,Fishtronaut: The Movie,MOVIE,2018,88,['BR'],7.5,72.0
2873,Gad Gone Wild,MOVIE,2017,57,['FR'],6.9,396.0
2874,Awe!,MOVIE,2018,115,['IN'],7.8,4967.0
2875,Pad Man,MOVIE,2018,140,['IN'],7.9,25269.0
2876,Jack Whitehall: At Large,MOVIE,2017,67,['GB'],6.9,2094.0
2877,Sparring,MOVIE,2017,95,['FR'],6.4,614.0
2878,A Boy Named Flora A,SHOW,2017,89,['TW'],7.9,314.0
2879,My Travel Buddy,MOVIE,2017,115,['TR'],6.1,6656.0
