,title,type,release_year,runtime,production_countries,imdb_score,imdb_votes
2880,Tiffany Haddish: She Ready! From the Hood to Hollywood!,MOVIE,2017,65,['US'],6.6,526.0
2883,Catching Feelings,MOVIE,2017,115,['ZA'],5.8,552.0
2884,Strongest Deliveryman,SHOW,2017,55,['KR'],7.4,626.0
2885,Jen Kirkman: Just Keep Livin'?,MOVIE,2017,69,['US'],6.7,1281.0
2886,Crossroads: One Two Jaga,MOVIE,2018,80,['MY'],6.6,634.0
2887,Superlopez,MOVIE,2018,108,['ES'],5.4,3574.0
2888,The Birth Reborn 2,MOVIE,2018,91,['BR'],6.6,5.0
2889,The Last Runaway,MOVIE,2018,107,['PY'],5.9,719.0
2890,Soorma,MOVIE,2018,131,['IN'],7.4,5103.0
2891,Cristela Alonzo: Lower Classy,MOVIE,2017,66,['US'],6.4,845.0
2892,The Could've-Gone-All-the-Way Committee,SHOW,2018,24,['JP'],6.8,102.0
2893,48 Christmas Wishes,MOVIE,2017,84,['CA'],3.9,1103.0
2894,The Maus,MOVIE,2017,90,['ES'],4.7,6331.0
2895,Bygones Be Bygones,MOVIE,2017,103,['TR'],6.2,3973.0
2896,Russell Howard: Recalibrate,MOVIE,2017,69,['GB'],7.4,1587.0
2897,The Girl From the Song,MOVIE,2017,102,['ES'],5.6,1750.0
2898,Manu,MOVIE,2018,182,['IN'],8.0,1073.0
2899,Goyo: The Boy General,MOVIE,2018,155,['PH'],6.7,799.0
2900,Lucas Brothers: On Drugs,MOVIE,2017,49,['US'],5.5,830.0
2901,Coffee for All,MOVIE,2017,69,"['IT', 'AR']",5.6,385.0
2902,Loudon Wainwright III: Surviving Twin,MOVIE,2018,91,['US'],7.1,94.0
2903,Ana e Vitória,MOVIE,2018,115,['BR'],6.4,604.0
2904,King of Boys,MOVIE,2018,169,['NG'],6.1,404.0
2905,The Many Faces of Ito,SHOW,2017,30,['JP'],6.7,244.0
2906,Silence Is Welcome,MOVIE,2017,94,['MX'],4.6,101.0
2907,Two Catalonias,MOVIE,2018,116,['ES'],6.4,677.0
2908,No One Will Ever Know,MOVIE,2018,102,['MX'],6.2,135.0
2909,Def Comedy Jam 25,MOVIE,2017,81,['US'],6.6,1096.0
2912,Bon Cop Bad Cop 2,MOVIE,2017,126,['CA'],6.6,4126.0
2913,Jim Jefferies: This Is Me Now,MOVIE,2018,70,['US'],7.3,3984.0
2914,Match,MOVIE,2017,90,[],4.1,7.0
2915,Mubarakan,MOVIE,2017,156,['IN'],5.6,3906.0
2916,Paskal,MOVIE,2018,100,['MY'],6.8,2964.0
2917,Stars in the Sky: A Hunting Story,MOVIE,2018,69,['US'],7.3,333.0
2919,Tattoo of Revenge,MOVIE,2018,150,['MX'],4.9,112.0
2920,Pickpockets,MOVIE,2018,100,['CO'],5.4,1179.0
2921,El Potro: lo mejor del amor,MOVIE,2018,122,['AR'],5.2,723.0
2922,Neevevaro,MOVIE,2018,130,['IN'],6.9,809.0
2924,A House of Blocks,SHOW,2017,84,['TW'],2.3,137.0
2925,First and Last,SHOW,2018,44,['US'],6.7,421.0
2926,Judah Friedlander: America Is the Greatest Country in the United States,MOVIE,2017,84,['US'],7.8,1436.0
2927,#ABtalks,SHOW,2018,68,[],9.6,7.0
2929,Aurora,MOVIE,2018,110,['PH'],4.3,603.0
2930,Gunshot,MOVIE,2018,96,['EG'],6.8,593.0
2931,Smaller and Smaller Circles,MOVIE,2017,111,['PH'],6.6,234.0
2932,Todd Barry: Spicy Honey,MOVIE,2017,60,['US'],6.8,840.0
2933,Joshua: Teenager vs. Superpower,MOVIE,2017,78,['US'],7.2,1531.0
2934,The Bros,MOVIE,2017,102,['KR'],6.1,616.0
2935,5 Star Christmas,MOVIE,2018,92,['IT'],4.5,767.0
2936,The Reservoir Game,MOVIE,2017,100,['KR'],6.0,35.0
2937,Todo lo que sería Lucas Lauriente,MOVIE,2018,78,"['AR', 'US']",6.9,108.0
2938,Running Man,SHOW,2017,11,['KR'],8.4,32.0
2939,Julie's Greenroom,SHOW,2017,26,['US'],8.2,328.0
2940,DTC –Yukemuri Junjo Hen– from HiGH&LOW,MOVIE,2018,102,['JP'],6.8,55.0
2941,Hari Kondabolu: Warn Your Relatives,MOVIE,2018,67,['US'],6.5,837.0
2942,Alexis de Anda: Mea Culpa,MOVIE,2017,54,['MX'],4.9,101.0
2943,Freej Al Taibeen,MOVIE,2018,100,['AE'],5.8,9.0
2944,All Hail King Julien: Exiled,SHOW,2017,23,['US'],7.5,559.0
2945,Gurgaon,MOVIE,2017,107,['IN'],6.5,2191.0
2946,Ani... Dr. Kashinath Ghanekar,MOVIE,2018,159,['IN'],8.5,1071.0
2947,Jim Norton: Mouthful of Shame,MOVIE,2017,61,['US'],7.0,1324.0
2949,Jonaki,MOVIE,2018,96,"['FR', 'IN', 'SG']",6.8,251.0
2950,Rafinha Bastos: Ultimatum,MOVIE,2018,62,['BR'],6.5,214.0
2951,A StoryBots Christmas,MOVIE,2017,25,['US'],5.7,156.0
2953,Justice: Qalb Al Adala,SHOW,2017,37,['US'],5.6,155.0
2954,Lionheart,MOVIE,2018,95,['NG'],5.7,1444.0
2955,"To Each, Her Own",MOVIE,2018,95,['FR'],5.4,1726.0
2956,REA(L)OVE,SHOW,2018,45,['JP'],6.6,210.0
2957,Droppin' Cash: Los Angeles,SHOW,2018,23,[],3.4,116.0
2958,Argon,SHOW,2017,63,['KR'],7.3,261.0
2959,Night of Knots,MOVIE,2018,100,['TR'],5.4,1282.0
2960,Love You to the Stars and Back,MOVIE,2017,111,['PH'],7.6,531.0
2961,Marlon Wayans: Woke-ish,MOVIE,2018,68,['US'],6.5,1390.0
2962,Buddy Thunderstruck,SHOW,2017,22,['US'],7.8,489.0
2963,Ghost Hunting,MOVIE,2017,94,"['FR', 'PS', 'CH', 'QA']",7.1,219.0
2964,Music Teacher,MOVIE,2018,101,['IN'],6.2,684.0
2965,Poster Boys,MOVIE,2017,128,['IN'],5.5,1541.0
2966,Blazing Transfer Students,SHOW,2017,26,['JP'],7.0,116.0
2967,Club de Cuervos Presents: The Ballad of Hugo Sánchez,SHOW,2018,32,['MX'],6.4,816.0
2968,Munafik 2,MOVIE,2018,104,['MY'],6.3,1654.0
2969,The Hows of Us,MOVIE,2018,117,['PH'],6.7,2695.0
2970,Regiment Diaries,SHOW,2018,42,[],8.6,80.0
2971,Marco Luque - We are together,MOVIE,2017,73,['BR'],4.4,76.0
2972,Felipe Neto: My Life Makes No Sense,MOVIE,2017,90,['BR'],4.4,245.0
2973,Aditi Mittal: Things They Wouldn't Let Me Say,MOVIE,2017,62,['IN'],4.3,330.0
2974,Blessed Benefit,MOVIE,2017,83,"['NL', 'JO', 'DE']",6.6,665.0
2975,Robozuna,SHOW,2018,22,['GB'],6.6,92.0
2976,Malena Pichot: Estupidez compleja,MOVIE,2018,50,['AR'],5.7,360.0
2977,Chief Daddy,MOVIE,2018,98,['NG'],4.7,269.0
2978,Adhugo,MOVIE,2018,110,['IN'],5.9,65.0
2979,Solo el amor,MOVIE,2018,93,['AR'],4.7,68.0
2980,Hedefim Sensin,MOVIE,2018,105,['TR'],6.2,4384.0
2981,Deliha 2,MOVIE,2018,106,['TR'],4.7,2554.0
2982,Spivak,MOVIE,2018,91,['US'],5.6,732.0
2983,For Here or to Go?,MOVIE,2017,105,['US'],6.8,605.0
2984,DreamWorks Home: For the Holidays,MOVIE,2017,45,['GB'],4.9,149.0
2985,Check The Store Next Door,SHOW,2018,30,['ID'],7.8,129.0
2986,Late Life: The Chien-Ming Wang Story,MOVIE,2018,97,"['TW', 'US']",7.2,465.0
2987,Listen,MOVIE,2017,109,['LB'],6.6,227.0
2988,Aiyaary,MOVIE,2018,157,['IN'],5.2,4671.0
2989,Battlefish,SHOW,2018,45,['US'],7.0,426.0
2990,Pulang,MOVIE,2018,120,['MY'],6.7,594.0
2991,A Little Help with Carol Burnett,SHOW,2018,34,['US'],6.3,233.0
2992,Alter Ego,MOVIE,2017,111,['NG'],5.7,55.0
2994,Ayotzinapa: The Turtle's Pace,MOVIE,2018,80,['MX'],7.4,204.0
2995,The Price of Success,MOVIE,2017,92,['FR'],5.8,362.0
2996,"I, Potro",MOVIE,2018,50,"['MX', 'AR']",6.2,493.0
2997,Turkish Dance School,MOVIE,2017,111,['TR'],5.7,2113.0
2999,Vanjagar Ulagam,MOVIE,2018,161,['IN'],6.0,258.0
3000,Verses of Love 2,MOVIE,2017,125,['ID'],5.9,603.0
3001,Luciano Mellera: Infantiloide,MOVIE,2018,66,['AR'],7.5,1516.0
3002,My Travel Buddy 2,MOVIE,2018,116,['TR'],5.8,3217.0
3003,Alan Saldaña: mi vida de pobre,MOVIE,2017,53,['MX'],6.3,68.0
3004,Vir Das: Abroad Understanding,MOVIE,2017,65,"['US', 'IN']",6.9,1697.0
3005,Hantu Kak Limah,MOVIE,2018,111,['MY'],5.6,677.0
3006,Back to Q82,MOVIE,2017,105,['KW'],6.0,94.0
3007,Garbage,MOVIE,2018,105,['IN'],3.4,1004.0
3008,Teefa in Trouble,MOVIE,2018,155,['PK'],7.3,3569.0
3009,Potato Potahto,MOVIE,2017,104,['GH'],4.1,208.0
3010,Joe Mande's Award-Winning Comedy Special,MOVIE,2017,66,['US'],6.1,498.0
3011,The Hollywood Masters,SHOW,2017,34,['US'],7.2,86.0
3012,The Royal Hibiscus Hotel,MOVIE,2018,90,['NG'],5.5,276.0
3013,Kulipari: Dream Walker,SHOW,2018,19,['US'],7.7,91.0
3014,Puriyaatha Puthir,MOVIE,2017,140,['IN'],6.6,1032.0
3016,ID-0,SHOW,2017,24,['JP'],6.2,320.0
3018,Ryan Hamilton: Happy Face,MOVIE,2017,56,['US'],7.3,921.0
3020,Daniel Sosa: Sosafado,MOVIE,2017,77,['MX'],5.4,98.0
3021,Fantastica,MOVIE,2018,114,['PH'],3.6,212.0
3022,Food on the Go,MOVIE,2017,66,"['AR', 'IT']",6.3,211.0
3023,Agustín Aristarán: Soy Rada,MOVIE,2018,60,['AR'],6.1,121.0
3024,Grillo vs Grillo,MOVIE,2017,95,['XX'],5.2,129.0
3025,Jim Gaffigan: Cinco,MOVIE,2017,73,['US'],7.1,2381.0
3026,Free Rein: The Twelve Neighs of Christmas,MOVIE,2018,58,['US'],6.7,5633.0
3027,My Ex & Whys,MOVIE,2017,120,['PH'],6.2,572.0
3028,Pa Paandi,MOVIE,2017,125,['IN'],7.4,1725.0
3029,Penalty Kick,MOVIE,2018,89,"['MX', 'CO']",3.7,280.0
3030,Noblemen,MOVIE,2018,108,['IN'],5.6,274.0
3032,Brad Paisley's Comedy Rodeo,MOVIE,2017,63,['US'],5.7,151.0
3033,"Love, Surreal and Odd",MOVIE,2017,95,['TR'],5.6,3216.0
3034,Pacíficum,MOVIE,2017,74,['PE'],6.5,126.0
3035,Mama's Boy,MOVIE,2018,104,['EG'],6.1,987.0
3037,Seven Sundays,MOVIE,2017,128,['PH'],7.7,456.0
3038,Puppy Star Christmas,MOVIE,2018,90,['US'],3.6,248.0
3039,Mo Amer: The Vagabond,MOVIE,2018,56,['US'],7.3,799.0
3040,Marriage Palace,MOVIE,2018,102,['XX'],6.2,180.0
3042,Harvey Street Kids,SHOW,2018,24,['US'],6.8,249.0
3043,Pahuna: The Little Visitors,MOVIE,2017,138,"['IN', 'NP']",7.5,397.0
3045,Mahi NRI,MOVIE,2017,132,['IN'],5.9,83.0
3046,Rodney King,MOVIE,2017,52,['US'],5.8,601.0
3047,Exes Baggage,MOVIE,2018,104,['PH'],6.4,267.0
3048,Mauli,MOVIE,2018,134,['IN'],5.6,362.0
3049,Tracy Morgan: Staying Alive,MOVIE,2017,60,['XX'],6.1,1202.0
3050,Voulez-vous rire avec moi ce soir?,MOVIE,2018,93,['FR'],6.8,43.0
3051,La Leyenda del Diamante,MOVIE,2018,87,['MX'],3.4,48.0
3052,Pup Star: World Tour,MOVIE,2018,87,"['CA', 'JP', 'US']",3.8,207.0
3053,Shubh Aarambh,MOVIE,2017,126,['IN'],6.8,121.0
3054,Chris D'Elia: Man on Fire,MOVIE,2017,65,['US'],6.5,1720.0
3056,A Man for The Weekend,MOVIE,2017,94,['CM'],4.0,11.0
3057,DeRay Davis: How to Act Black,MOVIE,2017,66,['US'],6.1,427.0
3058,"El Especial de Alex Fernández, el Especial",MOVIE,2017,52,['MX'],6.6,73.0
3059,Life Plan A and B,SHOW,2017,80,['TW'],7.8,106.0
3060,Thug Life,MOVIE,2017,134,['IN'],5.7,48.0
3061,Posesif,MOVIE,2017,102,['ID'],7.4,920.0
3062,Merku Thodarchi Malai,MOVIE,2018,122,['IN'],8.6,1810.0
3063,Natalia Valdebenito: El especial,MOVIE,2018,76,['CL'],5.1,82.0
3064,Jani Dueñas: Grandes fracasos de ayer y hoy,MOVIE,2018,77,"['CL', 'MX', 'US']",4.8,71.0
3065,Arango y Sanint: Ríase el show,MOVIE,2018,62,['CO'],4.0,42.0
3066,Doob,MOVIE,2017,102,"['IN', 'BD']",6.2,1863.0
3067,Adel Karam: Live from Beirut,MOVIE,2018,59,['LB'],5.5,144.0
3069,Love and Shukla,MOVIE,2017,117,['IN'],7.3,933.0
3070,Alejandro Riaño: Especial de stand up,MOVIE,2018,60,['CO'],4.9,69.0
3071,Birdshot,MOVIE,2017,116,['PH'],6.6,781.0
3072,Kavin Jay : Everybody Calm Down!,MOVIE,2018,53,['XX'],5.9,232.0
3073,Mau Nieto: viviendo sobrio… desde el bar,MOVIE,2018,57,['MX'],6.7,80.0
3074,Coco y Raulito: Carrusel de ternura,MOVIE,2018,56,['MX'],6.6,39.0
3075,First Love,MOVIE,2018,122,['PH'],6.0,149.0
3076,Fernando Sanjiao: Hombre,MOVIE,2018,63,['AR'],6.3,57.0
3078,Highland: Thailand's Marijuana Awakening,SHOW,2017,20,['US'],6.2,24.0
3079,Ricardo Quevedo: Hay gente así,MOVIE,2018,58,['CO'],6.3,104.0
3080,Si saben cómo me pongo ¿Pa' qué me invitan?,MOVIE,2018,89,['CO'],4.6,216.0
3081,The Lost Café,MOVIE,2018,76,"['NO', 'NG']",6.4,24.0
3082,Zoé: Panoramas,MOVIE,2017,89,['XX'],6.8,77.0
3083,Fabrizio Copano: solo pienso en mí,MOVIE,2017,59,['CL'],5.0,33.0
3084,Good Game: The Beginning,MOVIE,2018,104,['TR'],4.4,1796.0
3085,Santo cachón,MOVIE,2018,87,['CO'],4.8,53.0
3086,Pinky Memsaab,MOVIE,2018,124,['PK'],6.3,521.0
3087,Heaven Without People,MOVIE,2017,91,['LB'],7.6,1249.0
3089,"Edmilson Filho: Notas, Comedy about Relationships",MOVIE,2018,79,['BR'],5.2,20.0
3090,Hadithi za Kumekucha: Fatuma,MOVIE,2018,85,['TZ'],7.6,8.0
3091,Echcharikkai,MOVIE,2018,134,['IN'],6.3,307.0
3092,Nathicharami,MOVIE,2018,116,['IN'],7.2,316.0
3094,Ayana,MOVIE,2017,112,['KG'],7.4,128.0
3095,Table Manners,MOVIE,2018,105,"['ZA', 'CA']",5.1,43.0
3096,Salam - The First ****** Nobel Laureate,MOVIE,2018,75,['US'],7.8,414.0
3097,Todd Glass: Act Happy,MOVIE,2018,62,['US'],5.1,366.0
3098,Lilli,MOVIE,2018,91,['IN'],5.7,278.0
3099,Eve's Apple,MOVIE,2017,90,['ES'],5.9,86.0
3101,Enissa Amani: Ehrenwort,MOVIE,2018,65,['US'],5.5,194.0
3102,Kingdom of Us,MOVIE,2017,109,['GB'],7.0,887.0
3103,Aruna & Her Palate,MOVIE,2018,106,['ID'],7.2,765.0
3104,Into the Wind,MOVIE,2018,76,['CZ'],4.2,42.0
3105,Baby Mamas,MOVIE,2018,93,['ZA'],6.6,63.0
3106,The Break with Michelle Wolf,SHOW,2018,30,['US'],5.1,1862.0
3107,Lynne Koplitz: Hormonal Beast,MOVIE,2017,51,['US'],6.2,417.0
3108,Jindua,MOVIE,2017,140,['IN'],6.5,275.0
3109,Yoo Byung Jae: Too Much Information,MOVIE,2018,63,['KR'],5.3,53.0
3110,Ask the Doctor,SHOW,2017,28,['AU'],6.5,289.0
3111,Sei,MOVIE,2018,128,['IN'],4.2,64.0
3113,Christmas Catch,MOVIE,2018,80,['CA'],5.3,1428.0
3114,Project Papa,MOVIE,2018,97,['XX'],6.3,35.0
3115,Kibaoh Klashers,SHOW,2017,24,['CN'],6.3,17.0
3116,#FriendButMarried,MOVIE,2018,102,['ID'],6.9,695.0
3117,Mr. Chandramouli,MOVIE,2018,122,['IN'],5.1,234.0
3118,Sebastián Marcelo Wainraich,MOVIE,2018,49,['AR'],6.4,105.0
3120,Dhh,MOVIE,2018,128,['IN'],7.9,320.0
3121,Three Words to Forever,MOVIE,2018,106,['XX'],6.8,109.0
3122,In Line,MOVIE,2017,115,['NG'],6.1,34.0
3124,Unexpectedly Yours,MOVIE,2017,120,['PH'],6.8,178.0
3125,Next Enti?,MOVIE,2018,157,['XX'],4.6,159.0
3127,The Sound of Your Heart: Reboot,SHOW,2018,34,['KR'],5.9,134.0
3128,Luo Bao Bei,SHOW,2018,11,[],8.0,38.0
3132,Harith Iskander: I Told You So,MOVIE,2018,61,['US'],4.6,172.0
3133,Memories of Love,SHOW,2018,44,['CN'],5.9,16.0
3134,Wedy Atkalam,MOVIE,2018,72,['KW'],5.8,17.0
3135,Kanavu Variyam,MOVIE,2017,118,['IN'],6.4,144.0
3136,We Speak Dance,SHOW,2018,22,['US'],7.5,148.0
3137,Simplemente Manu NNa,MOVIE,2017,71,['MX'],5.5,50.0
3138,For the Broken Hearted,MOVIE,2018,92,['PH'],6.7,94.0
3139,King of Peking,MOVIE,2017,88,"['US', 'CN', 'AU']",6.4,364.0
3140,Babamın Ceketi,MOVIE,2018,100,['TR'],4.9,854.0
3141,Until Midnight,MOVIE,2018,78,['AE'],6.9,717.0
3144,Fakkah Fuzz: Almost Banned,MOVIE,2018,60,['XX'],4.3,56.0
3145,Vir Das: Losing It,MOVIE,2018,67,['US'],7.0,1238.0
3146,What Did I Mess,MOVIE,2018,100,['LB'],7.1,695.0
3147,YG Future Strategy Office,SHOW,2018,27,['KR'],6.9,204.0
3149,Dilan 1990,MOVIE,2018,109,['ID'],7.0,3294.0
3150,Ascharya Fuck It,MOVIE,2018,90,['IN'],5.4,904.0
3151,Fary Is the New Black,MOVIE,2018,74,['FR'],5.8,132.0
3153,Brij Mohan Amar Rahe!,MOVIE,2018,100,['IN'],7.0,3759.0
3154,W. Kamau Bell: Private School Negro,MOVIE,2018,65,['US'],6.4,770.0
3155,Pandigai,MOVIE,2017,150,['IN'],6.3,285.0
3156,The Bridge,MOVIE,2017,115,['CA'],5.6,36.0
3157,Hajwala 2: Mysterious Mission,MOVIE,2018,115,['AE'],4.0,91.0
3158,Satria Heroes: Revenge of the Darkness,MOVIE,2017,92,['ID'],4.4,69.0
3159,Fan of Amoory,MOVIE,2018,91,['AE'],5.9,35.0
3160,Bogda,MOVIE,2018,160,['IN'],7.2,52.0
3161,Rise: Ini Kalilah,MOVIE,2018,102,['MY'],5.1,40.0
3162,What She Put on the Table,SHOW,2017,85,['TW'],7.3,30.0
3163,Meghnadbodh Rohoshyo,MOVIE,2017,122,['IN'],6.3,491.0
3164,The Suit,MOVIE,2018,96,['EG'],5.4,1608.0
3165,Afronta!,SHOW,2017,0,['BR'],7.4,8.0
3166,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,SHOW,2017,30,[],4.2,9.0
3167,Finally Found Someone,MOVIE,2017,118,['PH'],5.7,229.0
3168,Super Monsters Save Halloween,MOVIE,2018,24,['US'],5.4,27.0
3169,Elf Pets: Santa's St. Bernards Save Christmas,MOVIE,2018,26,['US'],5.3,95.0
3170,Catch.er,MOVIE,2017,81,['NG'],4.5,30.0
3171,Panoptic,MOVIE,2017,79,"['AE', 'LB']",6.2,59.0
3172,Komola Rocket,MOVIE,2018,95,['BD'],7.4,1017.0
3173,Lara and the Beat,MOVIE,2018,137,['NG'],6.7,146.0
3174,Luna Petunia Return to Amazia,SHOW,2018,24,['US'],4.8,48.0
3175,Si Doel the Movie,MOVIE,2018,85,['ID'],6.9,415.0
3176,Bahasha,MOVIE,2018,85,['TZ'],7.0,23.0
3178,Russian Doll,SHOW,2019,28,['US'],7.8,88945.0
3179,The Gentlemen,MOVIE,2019,113,"['US', 'GB']",7.8,314049.0
3180,Bridgerton,SHOW,2020,62,['US'],7.3,122036.0
3181,Demon Slayer: Kimetsu no Yaiba,SHOW,2019,25,['JP'],8.7,88265.0
3182,Sex Education,SHOW,2019,52,['GB'],8.3,251168.0
3183,After Life,SHOW,2019,28,['GB'],8.5,124972.0
3184,"Love, Death & Robots",SHOW,2019,13,['US'],8.4,131937.0
3185,The Umbrella Academy,SHOW,2019,52,['US'],8.0,202522.0
3186,The Witcher,SHOW,2019,58,['US'],8.2,465949.0
3187,The Rental,MOVIE,2020,88,['US'],5.7,29201.0
3188,Uncut Gems,MOVIE,2019,130,['US'],7.4,261956.0
3189,Space Force,SHOW,2020,30,['US'],6.7,61739.0
3190,Formula 1: Drive to Survive,SHOW,2019,38,['GB'],8.6,36661.0
3191,365 Days,MOVIE,2020,114,['PL'],3.3,80198.0
3192,The Queen's Gambit,SHOW,2020,56,['US'],8.6,406350.0
3193,Selling Sunset,SHOW,2019,35,['US'],6.5,5482.0
3194,Dead to Me,SHOW,2019,31,['US'],8.0,73110.0
3195,I Think You Should Leave with Tim Robinson,SHOW,2019,16,['US'],7.9,11411.0
3196,The Last Dance,SHOW,2020,50,['US'],9.1,108321.0
3197,The Stranger,SHOW,2020,45,['GB'],7.3,46564.0
3198,Emily in Paris,SHOW,2020,29,['US'],6.9,84302.0
3199,Unbelievable,SHOW,2019,48,['US'],8.4,95658.0
3200,ULTRAMAN,SHOW,2019,24,['JP'],6.8,2025.0
3201,Jurassic World: Camp Cretaceous,SHOW,2020,24,['US'],7.5,7423.0
3202,Virgin River,SHOW,2019,44,['US'],7.4,34797.0
3203,Outer Banks,SHOW,2020,49,['US'],7.5,43404.0
3204,Locke & Key,SHOW,2020,48,['US'],7.4,72031.0
3205,Rambo: Last Blood,MOVIE,2019,101,"['US', 'CN']",6.1,95013.0
3206,The Circle,SHOW,2020,52,['US'],7.3,6380.0
3207,Freaks,MOVIE,2019,105,"['US', 'CA']",6.7,34111.0
3208,The King,MOVIE,2019,140,"['AU', 'US']",7.3,119020.0
3209,Are You Afraid of the Dark?,SHOW,2019,44,['US'],7.1,2151.0
3210,I'm Thinking of Ending Things,MOVIE,2020,134,['US'],6.6,79921.0
3211,In the Dark,SHOW,2019,41,['US'],7.7,10927.0
3212,Young Wallander,SHOW,2020,45,['GB'],6.8,11039.0
3213,The Devil All the Time,MOVIE,2020,138,['US'],7.1,122321.0
3214,Tuca & Bertie,SHOW,2019,24,['US'],7.3,6724.0
3215,My Octopus Teacher,MOVIE,2020,84,"['ZA', 'GB']",8.1,51232.0
3216,The Irishman,MOVIE,2019,209,['US'],7.8,371209.0
3217,Synchronic,MOVIE,2019,102,['US'],6.2,28617.0
3218,Hillbilly Elegy,MOVIE,2020,116,['US'],6.7,40703.0
3219,Feel Good,SHOW,2020,25,['GB'],7.5,10317.0
3221,21 Bridges,MOVIE,2019,99,['US'],6.6,64117.0
3222,Love Is Blind,SHOW,2020,54,['US'],6.1,7655.0
3223,Marriage Story,MOVIE,2019,136,['GB'],7.9,290643.0
3224,The Trial of the Chicago 7,MOVIE,2020,130,['US'],7.7,170728.0
3225,Into the Night,SHOW,2020,36,['BE'],7.1,30746.0
3226,Criminal: UK,SHOW,2019,44,['GB'],7.6,17992.0
3227,Never Have I Ever,SHOW,2020,28,['US'],7.8,45346.0
3228,The Daily Life of the Immortal King,SHOW,2020,19,['CN'],7.2,1211.0
3229,El Camino: A Breaking Bad Movie,MOVIE,2019,123,['US'],7.3,216847.0
3230,Eurovision Song Contest: The Story of Fire Saga,MOVIE,2020,123,['US'],6.5,91043.0
3231,The Cursed,SHOW,2020,62,['KR'],7.1,395.0
3232,Get Organized with The Home Edit,SHOW,2020,42,['US'],5.3,1454.0
3233,The Call,MOVIE,2020,112,['KR'],7.1,29450.0
3234,Sweet Magnolias,SHOW,2020,50,['US'],7.3,17435.0
3235,In the Shadow of the Moon,MOVIE,2019,115,"['US', 'CA']",6.2,49894.0
3236,Alice in Borderland,SHOW,2020,47,['JP'],7.6,47651.0
3237,Raising Dion,SHOW,2019,43,['US'],7.1,14464.0
3238,Summerland,MOVIE,2020,100,['GB'],7.0,6052.0
3239,Kingdom,SHOW,2019,48,['KR'],8.3,43760.0
3240,The Social Dilemma,MOVIE,2020,94,['US'],7.6,79674.0
3241,Black Summer,SHOW,2019,39,['US'],6.5,28657.0
3242,Fantastic Fungi,MOVIE,2019,81,['US'],7.4,7890.0
3243,The Promised Neverland,SHOW,2019,23,['JP'],8.4,34730.0
3244,Dracula,SHOW,2020,88,['GB'],6.8,45971.0
3245,Mank,MOVIE,2020,131,['US'],6.8,71244.0
3246,6 Underground,MOVIE,2019,127,['US'],6.1,168919.0
3247,I Care a Lot,MOVIE,2020,118,"['US', 'GB']",6.3,128172.0
3248,His House,MOVIE,2020,93,['GB'],6.5,38870.0
3249,The Dark Crystal: Age of Resistance,SHOW,2019,51,"['GB', 'US']",8.4,24164.0
3250,When They See Us,SHOW,2019,74,['US'],8.9,114127.0
3251,Cocomelon,SHOW,2019,8,"['US', 'GB']",4.9,522.0
3252,Another Life,SHOW,2019,42,['US'],5.2,35108.0
3254,Living with Yourself,SHOW,2019,26,['US'],7.2,30134.0
3255,The Platform,MOVIE,2019,94,['ES'],7.0,207877.0
3256,The Movies That Made Us,SHOW,2019,47,['US'],7.6,6147.0
3257,Giri/Haji,SHOW,2019,58,['GB'],7.8,13570.0
3258,Don't F**k with Cats: Hunting an Internet Killer,SHOW,2019,62,"['US', 'GB']",8.0,50250.0
3259,The Forgotten Battle,MOVIE,2020,124,"['LT', 'NL', 'BE']",7.1,26368.0
3260,Always Be My Maybe,MOVIE,2019,101,['US'],6.8,54166.0
3261,Enola Holmes,MOVIE,2020,123,['US'],6.6,160806.0
3262,Scary Stories to Tell in the Dark,MOVIE,2019,108,"['CA', 'CN', 'US']",6.2,73859.0
3263,The Valhalla Murders,SHOW,2019,46,['IS'],7.1,13038.0
3264,Triple Frontier,MOVIE,2019,125,['US'],6.4,124218.0
3265,Fast Color,MOVIE,2019,102,['US'],6.0,6194.0
3266,The Midnight Sky,MOVIE,2020,118,['US'],5.6,81513.0
3267,Official Secrets,MOVIE,2019,112,"['GB', 'US']",7.3,45200.0
3269,Barbarians,SHOW,2020,47,['DE'],7.2,23180.0
3270,I Am Mother,MOVIE,2019,113,['AU'],6.7,87891.0
3271,Marianne,SHOW,2019,49,['FR'],7.4,14518.0
3272,The Haunting of Bly Manor,SHOW,2020,55,['US'],7.3,96015.0
3273,"Roswell, New Mexico",SHOW,2019,42,['US'],6.2,11928.0
3274,The Old Guard,MOVIE,2020,125,['US'],6.6,155135.0
3275,Hollywood,SHOW,2020,50,['US'],7.5,35067.0
3277,The Outpost,MOVIE,2020,123,"['US', 'BG']",6.8,31819.0
3278,Cursed,SHOW,2020,55,['US'],5.8,29446.0
3279,Extraction,MOVIE,2020,116,['US'],6.7,192132.0
3280,To the Lake,SHOW,2019,43,['RU'],7.2,12456.0
3281,Pokémon Journeys: The Series,SHOW,2020,22,['JP'],6.9,472.0
3282,The Defeated,SHOW,2020,54,['DE'],7.0,5597.0
3283,Occupation: Rainfall,MOVIE,2020,128,['AU'],5.6,14122.0
3284,Conversations with a Killer: The Ted Bundy Tapes,SHOW,2019,59,['US'],7.8,27439.0
3285,"Extremely Wicked, Shockingly Evil and Vile",MOVIE,2019,111,['US'],6.7,91162.0
